date,store,model,total_diff,avg_diff,avg_g,win_rate
2026-04-12,鶴見UNO,モンキーターンV,"+9,683",+692,"4,287",50.0%(7/14)
2026-04-12,鶴見UNO,甲鉄城のカバネリ 海門(うなと)決戦,"+9,482",+677,"8,756",57.1%(8/14)
2026-04-12,鶴見UNO,ToLOVEるダークネス TRANCE ver.8.7,"+7,938","+1,984","2,184",50.0%(2/4)
2026-04-12,鶴見UNO,スマスロ北斗の拳,"+7,131",+648,"4,395",45.5%(5/11)
2026-04-12,鶴見UNO,アズールレーン THE ANIMATION,"+7,118","+2,373","5,895",66.7%(2/3)
2026-04-12,鶴見UNO,スマスロハナビ,"+5,581","+1,860","6,216",100.0%(3/3)
2026-04-12,鶴見UNO,モンスターハンターライズ,"+4,876","+1,219","6,686",50.0%(2/4)
2026-04-12,鶴見UNO,化物語,"+4,178",+597,"6,352",42.9%(3/7)
2026-04-12,鶴見UNO,革命機ヴァルヴレイヴ2,"+4,070",+291,"2,602",42.9%(6/14)
2026-04-12,鶴見UNO,真打 吉宗,"+2,741",+914,"8,431",66.7%(2/3)
2026-04-12,鶴見UNO,ハッピージャグラーVIII,"+2,238",+373,"3,914",50.0%(3/6)
2026-04-12,鶴見UNO,スマスロ炎炎ノ消防隊2,"+1,787",+447,"6,523",50.0%(2/4)
2026-04-12,鶴見UNO,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,"+1,331",+666,"4,520",100.0%(2/2)
2026-04-12,鶴見UNO,うみねこのなく頃に2,"+1,242",+621,"6,999",50.0%(1/2)
2026-04-12,鶴見UNO,不二子BT,"+1,057",+528,"2,188",50.0%(1/2)
2026-04-12,マルハン都築,革命機ヴァルヴレイヴ2,"+16,800","+1,200","3,998",42.9%(6/14)
2026-04-12,マルハン都築,かぐや様は告らせたい,"+11,000","+1,222","6,400",44.4%(4/9)
2026-04-12,マルハン都築,モンキーターンV,"+9,600",+400,"2,489",33.3%(8/24)
2026-04-12,マルハン都築,からくりサーカス,"+7,300",+912,"4,321",50.0%(4/8)
2026-04-12,マルハン都築,沖ドキ!DUO アンコール,"+2,200",+314,"4,740",57.1%(4/7)
2026-04-12,マルハン都築,チバリヨ2,"+1,900",+633,"4,579",66.7%(2/3)
2026-04-12,マルハン都築,SHAKE BONUS TRIGGER,"+1,600",+800,"4,852",50.0%(1/2)
2026-04-12,マルハン都築,ジャグラーガールズSS,+500,+125,"3,800",50.0%(2/4)
2026-04-12,マルハン都築,ドラゴンハナハナ～閃光～‐30,+200,+100,"4,756",50.0%(1/2)
2026-04-12,マルハン都築,スマート沖スロ ドラゴンハナハナ～閃光～,+100,+25,"4,345",25.0%(1/4)
2026-04-12,中山UNO,真打 吉宗,"+29,733","+7,433","9,331",100.0%(4/4)
2026-04-12,中山UNO,いざ！番長,"+21,003","+3,500","6,488",83.3%(5/6)
2026-04-12,中山UNO,ジャグラーガールズSS,"+10,422","+2,606","9,320",100.0%(4/4)
2026-04-12,中山UNO,沖ドキ!DUO アンコール,"+9,895","+1,649",898,66.7%(4/6)
2026-04-12,中山UNO,ToLOVEるダークネス TRANCE ver.8.7,"+4,710","+1,570","1,569",66.7%(2/3)
2026-04-12,中山UNO,モンスターハンターライズ,"+3,782",+630,"2,402",33.3%(2/6)
2026-04-12,中山UNO,モンキーターンV,"+3,699",+308,"3,331",50.0%(6/12)
2026-04-12,中山UNO,戦国乙女4 戦乱に閃く炯眼の軍師,"+3,279","+1,093","3,134",66.7%(2/3)
2026-04-12,中山UNO,アズールレーン THE ANIMATION,"+2,393",+598,"2,166",25.0%(1/4)
2026-04-12,中山UNO,不二子BT,"+1,870",+935,"2,186",100.0%(2/2)
2026-04-12,中山UNO,SHAKE BONUS TRIGGER,"+1,474",+737,"3,608",100.0%(2/2)
2026-04-12,中山UNO,ミスタージャグラー,"+1,305",+435,"3,882",33.3%(1/3)
2026-04-12,中山UNO,新ハナビ,"+1,151",+576,"4,594",50.0%(1/2)
2026-04-12,中山UNO,東京リベンジャーズ,"+1,008",+336,"2,910",33.3%(1/3)
2026-04-12,中山UNO,新鬼武者3,+698,+116,"1,026",33.3%(2/6)
2026-04-12,中山UNO,沖ドキ!GOLD,+436,+54,"1,887",37.5%(3/8)
2026-04-12,エスパス日拓新宿歌舞伎町,全体データ,,+9,"4,423",39.3%(294/749)
2026-04-12,エスパス日拓新宿歌舞伎町,ゴッドイーター リザレクション,"+32,600","+2,717","4,096",66.7%(8/12)
2026-04-12,エスパス日拓新宿歌舞伎町,東京喰種,"+26,100",+791,"4,150",45.5%(15/33)
2026-04-12,エスパス日拓新宿歌舞伎町,シャーマンキング,"+21,200","+7,067","3,105",66.7%(2/3)
2026-04-12,エスパス日拓新宿歌舞伎町,ゴジラ対エヴァンゲリオン,"+18,100","+3,620","4,420",60.0%(3/5)
2026-04-12,エスパス日拓新宿歌舞伎町,北斗の拳 転生の章2,"+14,400",+400,"3,148",41.7%(15/36)
2026-04-12,エスパス日拓新宿歌舞伎町,マイジャグラーV,"+8,900",+80,"6,190",44.1%(49/111)
2026-04-12,エスパス日拓新宿歌舞伎町,スターハナハナ‐30,"+8,800","+1,257","8,723",100.0%(7/7)
2026-04-12,エスパス日拓新宿歌舞伎町,ネオアイムジャグラー,"+7,800",+211,"4,944",37.8%(14/37)
2026-04-12,エスパス日拓新宿歌舞伎町,虚構推理,"+7,800","+2,600","6,728",66.7%(2/3)
2026-04-12,エスパス日拓新宿歌舞伎町,沖ドキ!DUO アンコール,"+7,200","+1,029","2,525",42.9%(3/7)
2026-04-12,エスパス日拓新宿歌舞伎町,モンスターハンターライズ,"+6,800",+567,"3,111",33.3%(4/12)
2026-04-12,エスパス日拓新宿歌舞伎町,アズールレーン THE ANIMATION,"+5,400","+1,080","2,824",100.0%(5/5)
2026-04-12,エスパス日拓新宿歌舞伎町,ジャグラーガールズSS,"+5,200",+473,"6,776",54.5%(6/11)
2026-04-12,エスパス日拓新宿歌舞伎町,アクダマドライブ,"+5,000","+1,667","6,343",66.7%(2/3)
2026-04-12,エスパス日拓新宿歌舞伎町,キングハナハナ-30,"+3,900",+244,"5,555",50.0%(8/16)
2026-04-12,エスパス日拓新宿歌舞伎町,ミスタージャグラー,"+3,700",+617,"4,555",50.0%(3/6)
2026-04-12,エスパス日拓新宿歌舞伎町,スマスロハナビ,"+2,300",+460,"3,884",60.0%(3/5)
2026-04-12,エスパス日拓新宿歌舞伎町,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,"+2,100",+525,"1,928",25.0%(1/4)
2026-04-12,エスパス日拓新宿歌舞伎町,ハナハナホウオウ～天翔～-30,"+2,000",+667,"5,500",100.0%(3/3)
2026-04-12,エスパス日拓新宿歌舞伎町,ハイビリターン‐30,"+2,000","+1,000","2,812",50.0%(1/2)
2026-04-12,中山ZoRoN,北斗の拳 転生の章2,"+23,411","+2,341","4,110",40.0%(4/10)
2026-04-12,中山ZoRoN,スーパーブラックジャック,"+7,966","+1,992","3,545",75.0%(3/4)
2026-04-12,中山ZoRoN,ToLOVEるダークネス,"+7,625","+1,906","1,710",50.0%(2/4)
2026-04-12,中山ZoRoN,無職転生 ～異世界行ったら本気だす～,"+6,587","+2,196","2,792",66.7%(2/3)
2026-04-12,中山ZoRoN,バイオハザード RE:2,"+6,267","+2,089","5,770",100.0%(3/3)
2026-04-12,中山ZoRoN,戦国乙女4 戦乱に閃く炯眼の軍師,"+5,460",+910,"1,525",50.0%(3/6)
2026-04-12,中山ZoRoN,モンスターハンターライズ,"+2,732",+683,"3,772",50.0%(2/4)
2026-04-12,中山ZoRoN,ゴーゴージャグラー3,"+2,514",+359,"4,376",42.9%(3/7)
2026-04-12,中山ZoRoN,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE‐ART,"+2,334",+778,"1,844",66.7%(2/3)
2026-04-12,中山ZoRoN,かぐや様は告らせたい,"+2,249",+281,"1,244",12.5%(1/8)
2026-04-12,中山ZoRoN,アズールレーン THE ANIMATION,"+1,942",+647,"3,547",33.3%(1/3)
2026-04-12,中山ZoRoN,痛いのは嫌なので防御力に極振りしたいと思います。,"+1,653",+551,"2,229",33.3%(1/3)
2026-04-12,中山ZoRoN,グランベルム,"+1,484",+495,831,33.3%(1/3)
2026-04-12,中山ZoRoN,バイオハザード5,"+1,383",+461,"2,440",33.3%(1/3)
2026-04-12,中山ZoRoN,マイジャグラーV,"+1,374",+172,"4,660",62.5%(5/8)
2026-04-12,中山ZoRoN,不二子BT,"+1,277",+638,"1,804",100.0%(2/2)
2026-04-12,中山ZoRoN,ゴッドイーター リザレクション,"+1,059",+212,"2,164",60.0%(3/5)
2026-04-12,中山ZoRoN,吉宗,+890,+297,314,66.7%(2/3)
2026-04-12,中山ZoRoN,ファンキージャグラー2,+835,+167,"3,550",60.0%(3/5)
2026-04-12,中山ZoRoN,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,+772,+386,"1,280",50.0%(1/2)
2026-04-12,ギンザホール707,新鬼武者3,"+12,910","+1,614","3,539",37.5%(3/8)
2026-04-12,ギンザホール707,東京喰種,"+7,352","+1,225","3,078",66.7%(4/6)
2026-04-12,ギンザホール707,革命機ヴァルヴレイヴ2,"+6,820","+1,705","5,644",50.0%(2/4)
2026-04-12,ギンザホール707,吉宗,"+5,581",+930,"1,753",50.0%(3/6)
2026-04-12,ギンザホール707,ディスクアップ2,"+5,055","+1,264","5,504",75.0%(3/4)
2026-04-12,ギンザホール707,東京リベンジャーズ,"+4,685",+335,"3,053",42.9%(6/14)
2026-04-12,ギンザホール707,いざ！番長,"+4,625","+1,542",875,66.7%(2/3)
2026-04-12,ギンザホール707,アズールレーン THE ANIMATION,"+3,426","+1,142","2,934",33.3%(1/3)
2026-04-12,ギンザホール707,ネオプラネット,"+3,360","+1,680",936,100.0%(2/2)
2026-04-12,ギンザホール707,ラブ嬢3～Wご指名はいかがですか?～,"+1,553",+776,"2,999",100.0%(2/2)
2026-04-12,ギンザホール707,炎炎ノ消防隊,"+1,111",+556,"1,725",100.0%(2/2)
2026-04-12,ギンザホール707,戦国乙女4 戦乱に閃く炯眼の軍師,+884,+177,"1,978",20.0%(1/5)
2026-04-12,ギンザホール707,ネオアイムジャグラー,+740,+82,"2,201",22.2%(2/9)
2026-04-12,ギンザホール707,ウルトラミラクルジャグラー,+648,+216,"1,333",33.3%(1/3)
2026-04-12,ギンザホール707,ゴブリンスレイヤーII,+594,+148,"1,572",50.0%(2/4)
2026-04-12,ギンザホール707,真打 吉宗,+17,+3,"4,861",40.0%(2/5)
2026-04-12,ジアスセンター南,沖ドキ!DUO アンコール,"+8,011","+2,670",464,66.7%(2/3)
2026-04-12,ジアスセンター南,攻殻機動隊,"+7,919","+3,960","4,192",100.0%(2/2)
2026-04-12,ジアスセンター南,いざ！番長,"+7,138","+3,569","1,903",50.0%(1/2)
2026-04-12,ジアスセンター南,ゴッドイーター リザレクション,"+5,222",+746,"1,966",57.1%(4/7)
2026-04-12,ジアスセンター南,東京リベンジャーズ,"+2,096",+262,"1,273",12.5%(1/8)
2026-04-12,ジアスセンター南,ファミスタ回胴版!!,"+1,824",+912,"1,371",50.0%(1/2)
2026-04-12,ジアスセンター南,モンスターハンターライズ,"+1,795",+299,"1,418",33.3%(2/6)
2026-04-12,ジアスセンター南,デビル メイ クライ5 スタイリッシュトライブ,"+1,776",+888,"1,040",50.0%(1/2)
2026-04-12,ジアスセンター南,この素晴らしい世界に祝福を！,"+1,629",+814,"5,632",50.0%(1/2)
2026-04-12,ジアスセンター南,ラブ嬢3～Wご指名はいかがですか?～,"+1,380",+460,"1,454",33.3%(1/3)
2026-04-12,ジアスセンター南,ウルトラミラクルジャグラー,"+1,115",+372,"2,118",33.3%(1/3)
2026-04-12,ジアスセンター南,からくりサーカス,+799,+89,"1,067",22.2%(2/9)
2026-04-12,ジアスセンター南,マギアレコード 魔法少女まどか☆マギカ外伝,+294,+59,"1,305",40.0%(2/5)
2026-04-12,ジアスセンター南,チバリヨ2,+292,+97,455,33.3%(1/3)
2026-04-12,ジアスセンター南,押忍！番長4,+273,+91,269,33.3%(1/3)
2026-04-12,マルハンメガシティ横浜町田,革命機ヴァルヴレイヴ2,"+19,200",+738,"3,795",42.3%(11/26)
2026-04-12,マルハンメガシティ横浜町田,真打 吉宗,"+12,600","+1,260","5,726",40.0%(4/10)
2026-04-12,マルハンメガシティ横浜町田,アクダマドライブ,"+11,100","+2,775","5,973",75.0%(3/4)
2026-04-12,マルハンメガシティ横浜町田,虚構推理,"+8,600","+2,867","6,931",66.7%(2/3)
2026-04-12,マルハンメガシティ横浜町田,ジャグラーガールズSS,"+5,900","+2,950","9,462",100.0%(2/2)
2026-04-12,マルハンメガシティ横浜町田,バイオハザード RE:2,"+5,700","+2,850","5,416",100.0%(2/2)
2026-04-12,マルハンメガシティ横浜町田,押忍!番長ZERO,"+5,400",+675,"3,928",37.5%(3/8)
2026-04-12,マルハンメガシティ横浜町田,炎炎ノ消防隊,"+5,100","+2,550","4,020",100.0%(2/2)
2026-04-12,マルハンメガシティ横浜町田,ネオアイムジャグラー,"+4,600",+383,"4,726",58.3%(7/12)
2026-04-12,マルハンメガシティ横浜町田,痛いのは嫌なので防御力に極振りしたいと思います。,"+4,300","+1,433","5,280",66.7%(2/3)
2026-04-12,マルハンメガシティ横浜町田,HEY！エリートサラリーマン鏡,"+4,300","+2,150","8,242",100.0%(2/2)
2026-04-12,マルハンメガシティ横浜町田,SHAKE BONUS TRIGGER,"+4,200","+1,400","4,234",66.7%(2/3)
2026-04-12,マルハンメガシティ横浜町田,うみねこのなく頃に2,"+3,900","+1,950","8,162",100.0%(2/2)
2026-04-12,マルハンメガシティ横浜町田,スマスロ秘宝伝,"+3,900","+1,950","3,432",50.0%(1/2)
2026-04-12,マルハンメガシティ横浜町田,主役は銭形5,"+3,000","+1,500","4,708",100.0%(2/2)
2026-04-12,マルハンメガシティ横浜町田,ヱヴァンゲリヲン ～約束の扉～,"+2,200","+1,100","3,917",50.0%(1/2)
2026-04-12,マルハンメガシティ横浜町田,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,"+1,900",+475,"4,373",50.0%(2/4)
2026-04-12,マルハンメガシティ横浜町田,グランベルム,"+1,700",+850,"2,300",50.0%(1/2)
2026-04-12,マルハンメガシティ横浜町田,ToLOVEるダークネス TRANCE ver.8.7,"+1,200",+300,"3,390",50.0%(2/4)
2026-04-12,マルハンメガシティ横浜町田,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE‐ART,"+1,100",+550,"5,461",100.0%(2/2)
2026-04-13,鶴見UNO,スマスロ炎炎ノ消防隊2,"+5,977","+1,494","4,748",100.0%(4/4)
2026-04-13,鶴見UNO,ゴブリンスレイヤーII,"+4,018","+1,004",957,25.0%(1/4)
2026-04-13,鶴見UNO,ゴーゴージャグラー3,"+3,961",+396,"2,742",60.0%(6/10)
2026-04-13,鶴見UNO,スマスロ サンダーV,"+3,752","+1,251","4,087",100.0%(3/3)
2026-04-13,鶴見UNO,スーパーブラックジャック,"+3,408",+852,"2,432",50.0%(2/4)
2026-04-13,鶴見UNO,不二子BT,"+2,976","+1,488","2,124",100.0%(2/2)
2026-04-13,鶴見UNO,ジャグラーガールズSS,"+2,934",+489,"3,698",66.7%(4/6)
2026-04-13,鶴見UNO,ハッピージャグラーVIII,"+1,568",+261,"2,632",33.3%(2/6)
2026-04-13,鶴見UNO,ファンキージャグラー2,"+1,389",+278,"2,664",40.0%(2/5)
2026-04-13,鶴見UNO,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,"+1,284",+642,"1,440",50.0%(1/2)
2026-04-13,鶴見UNO,かぐや様は告らせたい,"+1,232",+154,758,25.0%(2/8)
2026-04-13,鶴見UNO,スマスロ北斗の拳,+929,+84,986,54.5%(6/11)
2026-04-13,鶴見UNO,革命機ヴァルヴレイヴ2,+833,+60,966,28.6%(4/14)
2026-04-13,鶴見UNO,東京リベンジャーズ,+523,+87,"1,591",33.3%(2/6)
2026-04-13,鶴見UNO,痛いのは嫌なので防御力に極振りしたいと思います。,+428,+143,"1,175",33.3%(1/3)
2026-04-13,鶴見UNO,ミスタージャグラー,+330,+110,"3,493",66.7%(2/3)
2026-04-13,鶴見UNO,モンスターハンターライズ,+175,+44,772,25.0%(1/4)
2026-04-13,鶴見UNO,スマスロ秘宝伝,+84,+28,705,33.3%(1/3)
2026-04-13,マルハン都築,化物語,"+13,900","+1,738","3,963",100.0%(8/8)
2026-04-13,マルハン都築,アズールレーン THE ANIMATION,"+11,200","+2,800","1,564",75.0%(3/4)
2026-04-13,マルハン都築,スマスロ秘宝伝,"+6,700","+1,117","1,321",50.0%(3/6)
2026-04-13,マルハン都築,新鬼武者3,"+5,500",+917,"1,424",50.0%(3/6)
2026-04-13,マルハン都築,範馬刃牙,"+5,400","+1,350",388,75.0%(3/4)
2026-04-13,マルハン都築,モンスターハンターライズ,"+3,900","+1,300","2,059",66.7%(2/3)
2026-04-13,マルハン都築,スマスロ サンダーV,"+3,200",+640,"3,844",40.0%(2/5)
2026-04-13,マルハン都築,ミスタージャグラー,"+3,100",+775,"4,043",75.0%(3/4)
2026-04-13,マルハン都築,東京リベンジャーズ,"+3,000",+500,"3,434",33.3%(2/6)
2026-04-13,マルハン都築,無職転生 ～異世界行ったら本気だす～,"+1,900",+633,"1,763",66.7%(2/3)
2026-04-13,マルハン都築,A‐SLOT+ 異世界かるてっと,"+1,600",+800,"4,101",100.0%(2/2)
2026-04-13,マルハン都築,からくりサーカス,"+1,200",+150,"2,431",25.0%(2/8)
2026-04-13,マルハン都築,吉宗,"+1,200",+600,"1,630",100.0%(2/2)
2026-04-13,マルハン都築,スマスロハナビ,+800,+160,"4,371",60.0%(3/5)
2026-04-13,マルハン都築,SHAKE BONUS TRIGGER,+600,+300,"2,284",50.0%(1/2)
2026-04-13,マルハン都築,沖ドキ!BLACK,+500,+62,"2,997",25.0%(2/8)
2026-04-13,マルハン都築,スマスロ炎炎ノ消防隊2,+300,+30,"5,150",50.0%(5/10)
2026-04-13,中山UNO,東京喰種,"+7,551",+944,"1,825",50.0%(4/8)
2026-04-13,中山UNO,革命機ヴァルヴレイヴ2,"+3,524",+587,738,33.3%(2/6)
2026-04-13,中山UNO,いざ！番長,"+1,635",+272,"1,780",66.7%(4/6)
2026-04-13,中山UNO,かぐや様は告らせたい,"+1,632",+272,696,16.7%(1/6)
2026-04-13,中山UNO,モンスターハンターライズ,"+1,429",+238,947,33.3%(2/6)
2026-04-13,中山UNO,ファンキージャグラー2,"+1,080",+216,"4,030",60.0%(3/5)
2026-04-13,中山UNO,ジャグラーガールズSS,+785,+196,"1,745",50.0%(2/4)
2026-04-13,中山UNO,マギアレコード 魔法少女まどか☆マギカ外伝,+681,+114,717,33.3%(2/6)
2026-04-13,中山UNO,戦国乙女4 戦乱に閃く炯眼の軍師,+506,+169,"1,543",33.3%(1/3)
2026-04-13,中山UNO,スマスロ北斗の拳,+202,+16,"1,181",46.2%(6/13)
2026-04-13,中山UNO,からくりサーカス,+190,+27,942,14.3%(1/7)
2026-04-13,エスパス日拓新宿歌舞伎町,全体データ,,+81,"3,764",38.6%(289/749)
2026-04-13,エスパス日拓新宿歌舞伎町,マギアレコード 魔法少女まどか☆マギカ外伝,"+44,200","+3,400","5,037",92.3%(12/13)
2026-04-13,エスパス日拓新宿歌舞伎町,ゴッドイーター リザレクション,"+24,300","+2,025","2,997",33.3%(4/12)
2026-04-13,エスパス日拓新宿歌舞伎町,痛いのは嫌なので防御力に極振りしたいと思います。,"+17,700","+5,900","4,223",66.7%(2/3)
2026-04-13,エスパス日拓新宿歌舞伎町,モンキーターンV,"+16,500",+550,"2,540",46.7%(14/30)
2026-04-13,エスパス日拓新宿歌舞伎町,ハッピージャグラーVIII,"+13,400","+1,914","9,015",100.0%(7/7)
2026-04-13,エスパス日拓新宿歌舞伎町,バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,"+11,600","+3,867","2,190",100.0%(3/3)
2026-04-13,エスパス日拓新宿歌舞伎町,マイジャグラーV,"+10,900",+98,"5,737",47.7%(53/111)
2026-04-13,エスパス日拓新宿歌舞伎町,スマスロ北斗の拳,"+9,100",+700,"2,171",46.2%(6/13)
2026-04-13,エスパス日拓新宿歌舞伎町,スーパーブラックジャック,"+7,200","+1,800","1,692",75.0%(3/4)
2026-04-13,エスパス日拓新宿歌舞伎町,ドラゴンハナハナ～閃光～‐30,"+7,100",+507,"5,755",57.1%(8/14)
2026-04-13,エスパス日拓新宿歌舞伎町,ハナハナホウオウ～天翔～-30,"+7,100","+2,367","8,721",100.0%(3/3)
2026-04-13,エスパス日拓新宿歌舞伎町,Re:ゼロから始める異世界生活 season2,"+7,000","+2,333","1,586",66.7%(2/3)
2026-04-13,エスパス日拓新宿歌舞伎町,ヨルムンガンド,"+5,700","+1,140","4,367",60.0%(3/5)
2026-04-13,エスパス日拓新宿歌舞伎町,モンスターハンターライズ,"+5,100",+425,"2,990",50.0%(6/12)
2026-04-13,エスパス日拓新宿歌舞伎町,A‐SLOT+ 異世界かるてっと,"+3,500","+1,167","5,888",66.7%(2/3)
2026-04-13,エスパス日拓新宿歌舞伎町,スマート沖スロ ニューキングハナハナV,"+3,400",+567,"5,109",33.3%(2/6)
2026-04-13,エスパス日拓新宿歌舞伎町,戦国乙女4 戦乱に閃く炯眼の軍師,"+2,400",+800,"2,374",66.7%(2/3)
2026-04-13,エスパス日拓新宿歌舞伎町,キングハナハナ-30,"+2,000",+125,"3,635",43.8%(7/16)
2026-04-13,エスパス日拓新宿歌舞伎町,スマスロ秘宝伝,"+1,500",+500,815,33.3%(1/3)
2026-04-13,エスパス日拓新宿歌舞伎町,新ハナビ,"+1,500",+750,"4,311",100.0%(2/2)
2026-04-13,中山ZoRoN,全体データ,,+63,"1,254",29.2%(77/264)
2026-04-13,中山ZoRoN,主役は銭形5,"+11,100","+3,700","2,361",66.7%(2/3)
2026-04-13,中山ZoRoN,スマスロ炎炎ノ消防隊2,"+8,281","+2,760","1,639",100.0%(3/3)
2026-04-13,中山ZoRoN,モンスターハンターライズ,"+6,447","+1,612","1,943",100.0%(4/4)
2026-04-13,中山ZoRoN,沖ドキ!ゴージャス 25Φ,"+6,388","+1,065","1,382",66.7%(4/6)
2026-04-13,中山ZoRoN,スーパーブラックジャック,"+4,435","+1,109","1,807",75.0%(3/4)
2026-04-13,中山ZoRoN,東京喰種,"+4,331","+1,083","2,332",75.0%(3/4)
2026-04-13,中山ZoRoN,沖ドキ!GOLD,"+2,712",+904,670,33.3%(1/3)
2026-04-13,中山ZoRoN,ネオアイムジャグラー,"+2,130",+106,"1,603",45.0%(9/20)
2026-04-13,中山ZoRoN,モンキーターンV,"+1,625",+135,"1,072",33.3%(4/12)
2026-04-13,中山ZoRoN,甲鉄城のカバネリ,"+1,284",+428,"2,298",33.3%(1/3)
2026-04-13,中山ZoRoN,沖ドキ!DUO アンコール,"+1,178",+294,"1,209",75.0%(3/4)
2026-04-13,中山ZoRoN,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE‐ART,"+1,102",+367,789,33.3%(1/3)
2026-04-13,中山ZoRoN,戦国乙女4 戦乱に閃く炯眼の軍師,+947,+158,240,16.7%(1/6)
2026-04-13,中山ZoRoN,いざ！番長,+892,+297,645,66.7%(2/3)
2026-04-13,中山ZoRoN,新ハナビ,+828,+414,"1,086",100.0%(2/2)
2026-04-13,中山ZoRoN,押忍!番長ZERO,+702,+234,586,33.3%(1/3)
2026-04-13,中山ZoRoN,吉宗,+238,+79,457,33.3%(1/3)
2026-04-13,中山ZoRoN,スマスロ北斗の拳,+218,+36,79,16.7%(1/6)
2026-04-13,ギンザホール707,北斗の拳 転生の章2,"+10,785","+1,348","2,539",37.5%(3/8)
2026-04-13,ギンザホール707,真打 吉宗,"+9,693","+1,939","4,678",40.0%(2/5)
2026-04-13,ギンザホール707,ゴーゴージャグラー3,"+5,126",+427,"7,349",58.3%(7/12)
2026-04-13,ギンザホール707,押忍！番長4,"+3,076","+1,538",834,50.0%(1/2)
2026-04-13,ギンザホール707,スマスロ北斗の拳,"+2,898",+207,"1,351",42.9%(6/14)
2026-04-13,ギンザホール707,鉄拳6,"+2,637",+527,"1,343",60.0%(3/5)
2026-04-13,ギンザホール707,ゴブリンスレイヤーII,"+1,883",+471,459,25.0%(1/4)
2026-04-13,ギンザホール707,主役は銭形4,"+1,503",+752,784,50.0%(1/2)
2026-04-13,ギンザホール707,炎炎ノ消防隊,"+1,462",+731,738,50.0%(1/2)
2026-04-13,ギンザホール707,モンキーターンV,+813,+48,991,23.5%(4/17)
2026-04-13,ギンザホール707,いざ！番長,+547,+182,501,33.3%(1/3)
2026-04-13,ギンザホール707,バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,+452,+226,620,50.0%(1/2)
2026-04-13,ギンザホール707,押忍!番長ZERO,+451,+226,204,50.0%(1/2)
2026-04-13,ギンザホール707,ToLOVEるダークネス TRANCE ver.8.7,+319,+160,"3,054",50.0%(1/2)
2026-04-13,ギンザホール707,甲鉄城のカバネリ 海門(うなと)決戦,+218,+36,"4,271",50.0%(3/6)
2026-04-13,ギンザホール707,甲鉄城のカバネリ,+67,+11,835,50.0%(3/6)
2026-04-13,ギンザホール707,ジャグラーガールズSS,+64,+11,"2,362",33.3%(2/6)
2026-04-13,ギンザホール707,ToLOVEるダークネス,+29,+7,48,25.0%(1/4)
2026-04-13,ギンザホール707,バーニングエクスプレス,+18,+9,201,50.0%(1/2)
2026-04-13,ジアスセンター南,スマスロ北斗の拳,"+14,652",+916,549,37.5%(6/16)
2026-04-13,ジアスセンター南,ネオプラネット,"+4,415","+2,208",565,100.0%(2/2)
2026-04-13,ジアスセンター南,新鬼武者3,"+4,222",+704,"1,242",50.0%(3/6)
2026-04-13,ジアスセンター南,化物語,"+2,851",+475,665,33.3%(2/6)
2026-04-13,ジアスセンター南,モンキーターンV,"+2,773",+213,"1,589",46.2%(6/13)
2026-04-13,ジアスセンター南,ゴブリンスレイヤーII,"+2,017","+1,008",638,50.0%(1/2)
2026-04-13,ジアスセンター南,ジャグラーガールズSS,"+1,947",+974,"1,953",50.0%(1/2)
2026-04-13,ジアスセンター南,ゴッドイーター リザレクション,"+1,818",+260,591,42.9%(3/7)
2026-04-13,ジアスセンター南,ゴーゴージャグラー3,"+1,228",+68,892,33.3%(6/18)
2026-04-13,ジアスセンター南,ハッピージャグラーVIII,+890,+111,"1,172",37.5%(3/8)
2026-04-13,ジアスセンター南,この素晴らしい世界に祝福を！,+772,+386,"3,281",50.0%(1/2)
2026-04-13,ジアスセンター南,スマスロハナビ,+585,+292,"1,118",50.0%(1/2)
2026-04-13,マルハンメガシティ横浜町田,チバリヨ2,"+12,300","+1,025","1,271",33.3%(4/12)
2026-04-13,マルハンメガシティ横浜町田,ミスタージャグラー,"+9,800","+2,450","9,402",75.0%(3/4)
2026-04-13,マルハンメガシティ横浜町田,東京リベンジャーズ,"+9,600","+1,200","6,610",37.5%(3/8)
2026-04-13,マルハンメガシティ横浜町田,シャーマンキング,"+9,600","+2,400","4,414",50.0%(2/4)
2026-04-13,マルハンメガシティ横浜町田,鉄拳6,"+8,900",+890,"1,454",40.0%(4/10)
2026-04-13,マルハンメガシティ横浜町田,化物語,"+7,800",+520,"1,121",40.0%(6/15)
2026-04-13,マルハンメガシティ横浜町田,押忍!番長ZERO,"+7,000",+875,"2,943",75.0%(6/8)
2026-04-13,マルハンメガシティ横浜町田,戦国乙女4 戦乱に閃く炯眼の軍師,"+6,800","+1,700","2,666",25.0%(1/4)
2026-04-13,マルハンメガシティ横浜町田,東京喰種,"+5,500",+153,"2,776",44.4%(16/36)
